project_id,sector,state,original_cost,revised_cost,planned_duration_months,project_age_months,physical_progress,financial_progress,milestones_total,milestones_delayed,land_acquisition_pending,clearance_pending,funding_issue,contractor_issue,previous_schedule_deviation,actual_delay_months,actual_outcome,primary_delay_cause
HIST-00194,Railways,Karnataka,319.9,366.1,26,13,43.4,51.8,10,2,1,1,0,0,9.4,9,9-month delay,Land acquisition
HIST-00195,Airports,Tamil Nadu,192.3,194.4,47,11,34.0,34.6,12,1,0,0,0,0,-0.6,0,Delivered within plan,No material delay
HIST-00196,Roads,West Bengal,313.8,370.5,34,79,89.5,74.1,6,2,1,1,1,0,5.1,9,9-month delay,Land acquisition
HIST-00197,Water & Sanitation,Bihar,143.0,148.9,51,15,29.5,28.0,11,2,0,0,0,0,3.8,5,5-month delay,Milestone slippage
HIST-00198,Power,Madhya Pradesh,272.3,278.1,61,77,84.8,100.0,16,0,0,0,0,0,2.2,1,1-month delay,No material delay
HIST-00199,Airports,Haryana,115.6,120.9,56,21,29.4,10.5,18,0,0,0,0,0,3.5,0,Delivered within plan,No material delay
HIST-00200,Railways,Telangana,89.5,96.3,60,10,8.6,10.4,18,2,0,0,1,0,2.8,4,4-month delay,Milestone slippage
HIST-00201,Water & Sanitation,Uttar Pradesh,137.4,139.4,62,66,100.0,100.0,16,0,0,0,0,0,-1.0,0,Delivered within plan,No material delay
HIST-00202,Roads,Tamil Nadu,150.3,159.2,13,28,100.0,95.7,7,1,0,0,0,1,0.2,0,Delivered within plan,No material delay
HIST-00203,Water & Sanitation,Kerala,366.5,378.1,56,62,100.0,100.0,11,1,0,0,0,0,7.8,3,3-month delay,No material delay
HIST-00204,Industrial Corridors,West Bengal,835.2,869.8,38,66,99.3,98.4,13,0,1,0,0,0,-1.8,7,7-month delay,Land acquisition
HIST-00205,Railways,Jharkhand,661.5,726.0,47,25,50.2,50.9,11,1,1,0,0,1,3.2,9,9-month delay,Land acquisition
HIST-00206,Power,Rajasthan,143.0,150.9,26,39,97.7,100.0,5,1,0,0,0,0,2.1,0,Delivered within plan,No material delay
HIST-00207,Urban Transit,Rajasthan,57.2,59.4,14,46,95.5,100.0,4,0,0,0,0,0,-3.2,1,1-month delay,No material delay
HIST-00208,Ports,Odisha,105.1,109.2,41,27,71.9,71.6,11,0,0,0,0,0,3.1,0,Delivered within plan,No material delay
HIST-00209,Railways,Gujarat,179.9,185.3,57,75,98.9,100.0,16,1,0,0,0,0,5.3,5,5-month delay,No material delay
HIST-00210,Power,Maharashtra,68.9,80.2,68,31,57.4,70.5,14,2,1,0,0,1,8.4,7,7-month delay,Land acquisition
HIST-00211,Ports,Tamil Nadu,1499.6,1697.3,76,15,9.1,5.1,19,2,1,0,0,0,4.1,1,1-month delay,Land acquisition
HIST-00212,Water & Sanitation,Bihar,550.6,550.6,29,83,98.9,100.0,12,1,0,0,0,0,8.6,0,Delivered within plan,No material delay
HIST-00213,Railways,Rajasthan,168.7,183.8,64,53,72.8,80.0,17,0,1,0,0,0,5.5,8,8-month delay,Land acquisition
HIST-00214,Power,West Bengal,138.2,142.9,61,17,24.6,6.7,14,0,0,1,0,0,1.2,1,1-month delay,Pending clearance
HIST-00215,Railways,Bihar,601.9,632.0,26,22,81.5,86.7,8,0,0,0,0,0,2.4,0,Delivered within plan,No material delay
HIST-00216,Railways,Kerala,430.5,473.8,50,41,76.0,57.7,14,0,1,1,0,0,9.5,5,5-month delay,Land acquisition
HIST-00217,Power,Rajasthan,69.0,72.4,61,30,50.2,53.5,14,0,1,0,0,0,-3.3,0,Delivered within plan,Land acquisition
HIST-00218,Water & Sanitation,Karnataka,150.9,153.9,21,12,36.5,35.8,12,1,0,0,0,0,1.6,1,1-month delay,No material delay
HIST-00219,Urban Transit,Gujarat,189.2,196.3,46,9,27.7,46.6,10,2,0,0,0,1,-1.0,1,1-month delay,Milestone slippage
HIST-00220,Industrial Corridors,Uttar Pradesh,215.1,217.8,47,80,98.2,100.0,11,0,0,0,0,0,6.2,0,Delivered within plan,No material delay
HIST-00221,Water & Sanitation,Kerala,249.4,251.0,64,32,66.4,75.3,14,3,0,0,0,0,6.8,0,Delivered within plan,Milestone slippage
HIST-00222,Roads,Rajasthan,57.7,59.9,49,59,100.0,100.0,15,1,0,1,0,0,3.0,1,1-month delay,Pending clearance
HIST-00223,Railways,Andhra Pradesh,49.6,50.7,18,19,100.0,100.0,4,0,1,0,0,0,0.7,1,1-month delay,Land acquisition
HIST-00224,Railways,Jharkhand,275.3,320.7,65,45,67.8,62.5,16,0,1,1,1,0,5.4,0,Delivered within plan,Land acquisition
HIST-00225,Industrial Corridors,Telangana,325.7,343.3,27,64,91.5,100.0,6,1,1,0,0,0,-3.1,0,Delivered within plan,Land acquisition
HIST-00226,Industrial Corridors,Haryana,353.3,367.1,40,66,90.9,100.0,11,0,0,0,0,0,1.2,1,1-month delay,No material delay
HIST-00227,Urban Transit,Haryana,486.8,492.5,34,56,91.9,85.0,9,0,0,1,0,0,-0.5,0,Delivered within plan,Pending clearance
HIST-00228,Industrial Corridors,Maharashtra,360.2,389.1,52,21,53.8,51.3,13,3,1,0,0,0,4.9,1,1-month delay,Land acquisition
HIST-00229,Water & Sanitation,Karnataka,935.5,1041.8,70,42,78.5,80.3,17,2,0,0,0,1,8.3,1,1-month delay,Milestone slippage
HIST-00230,Industrial Corridors,Maharashtra,358.5,383.6,66,46,61.0,45.8,14,1,0,1,0,1,3.1,6,6-month delay,Pending clearance
HIST-00231,Urban Transit,Uttar Pradesh,286.8,295.8,47,48,95.2,93.9,12,0,0,0,0,0,6.0,0,Delivered within plan,No material delay
HIST-00232,Industrial Corridors,Jharkhand,206.0,231.4,61,49,79.2,90.5,18,2,1,1,0,0,9.4,1,1-month delay,Land acquisition
HIST-00233,Railways,Haryana,693.4,731.8,63,25,43.1,56.3,17,1,0,0,1,0,5.9,2,2-month delay,Funding release
HIST-00234,Roads,West Bengal,151.4,166.6,61,11,31.0,33.2,15,3,1,0,0,0,10.2,11,11-month delay,Land acquisition
HIST-00235,Roads,Jharkhand,128.2,129.9,44,17,41.5,35.8,11,0,0,0,0,0,3.9,0,Delivered within plan,No material delay
HIST-00236,Water & Sanitation,Karnataka,52.5,55.0,46,8,29.9,33.6,10,2,0,0,0,0,-0.8,0,Delivered within plan,Milestone slippage
HIST-00237,Industrial Corridors,Madhya Pradesh,1069.0,1251.9,38,22,72.6,58.3,13,3,1,1,1,0,12.7,10,10-month delay,Land acquisition
HIST-00238,Ports,Odisha,322.4,327.3,53,75,100.0,91.9,13,1,0,0,0,0,4.5,1,1-month delay,No material delay
HIST-00239,Roads,Haryana,61.5,62.5,52,57,96.1,100.0,10,1,0,0,0,0,8.8,0,Delivered within plan,No material delay
HIST-00240,Urban Transit,Karnataka,878.0,895.1,33,12,26.7,32.4,7,1,0,0,0,0,-0.5,0,Delivered within plan,No material delay
HIST-00241,Roads,Andhra Pradesh,597.5,613.4,54,44,85.0,93.3,14,1,0,0,0,0,5.4,0,Delivered within plan,No material delay
HIST-00242,Roads,Madhya Pradesh,65.7,75.6,61,76,86.5,83.9,13,2,1,0,0,1,8.1,10,10-month delay,Land acquisition
HIST-00243,Ports,Telangana,181.7,183.8,46,35,86.3,89.7,13,0,0,0,0,0,0.6,1,1-month delay,No material delay
HIST-00244,Roads,Rajasthan,290.4,305.8,34,10,23.8,15.4,6,1,1,1,0,0,2.9,7,7-month delay,Land acquisition
HIST-00245,Industrial Corridors,Madhya Pradesh,852.9,921.3,32,11,48.5,66.6,9,0,1,1,0,0,1.6,7,7-month delay,Land acquisition
HIST-00246,Urban Transit,Tamil Nadu,499.9,522.3,53,57,100.0,85.1,11,3,0,0,0,0,16.7,0,Delivered within plan,Milestone slippage
HIST-00247,Railways,Gujarat,122.1,126.0,27,59,100.0,100.0,6,1,1,0,0,0,6.5,1,1-month delay,Land acquisition
HIST-00248,Ports,Tamil Nadu,138.7,149.5,50,21,28.1,28.4,10,1,0,0,0,1,3.4,1,1-month delay,No material delay
HIST-00249,Industrial Corridors,Andhra Pradesh,649.6,684.5,48,73,100.0,100.0,12,1,0,0,0,1,5.9,0,Delivered within plan,No material delay
HIST-00250,Water & Sanitation,Haryana,1015.0,1047.7,48,68,100.0,95.0,13,1,0,0,0,0,2.2,2,2-month delay,No material delay
HIST-00251,Railways,Rajasthan,424.3,445.5,15,79,91.2,78.5,4,1,1,0,0,0,8.1,0,Delivered within plan,Land acquisition
HIST-00252,Roads,Karnataka,82.2,83.5,37,12,33.0,18.6,12,1,0,0,0,0,-11.6,1,1-month delay,No material delay
HIST-00253,Ports,Madhya Pradesh,162.6,175.3,36,46,100.0,100.0,13,1,0,0,1,1,-5.3,1,1-month delay,Funding release
HIST-00254,Airports,Tamil Nadu,95.0,102.7,59,77,89.8,76.1,11,1,0,0,0,1,-0.9,0,Delivered within plan,No material delay
HIST-00255,Roads,Kerala,278.3,302.9,59,65,86.0,82.3,13,1,1,0,0,0,-1.1,4,4-month delay,Land acquisition
HIST-00256,Power,Uttar Pradesh,990.8,1029.3,31,35,100.0,92.5,6,0,0,0,0,0,-2.2,0,Delivered within plan,No material delay
HIST-00257,Roads,Haryana,321.0,334.8,52,22,18.5,6.3,16,0,0,1,0,1,-3.4,2,2-month delay,Pending clearance
HIST-00258,Airports,Kerala,222.9,252.7,59,66,74.0,61.7,13,2,0,1,0,0,11.8,4,4-month delay,Milestone slippage
HIST-00259,Railways,Maharashtra,84.9,95.3,40,69,93.7,82.0,5,1,1,1,0,0,0.6,1,1-month delay,Land acquisition
HIST-00260,Industrial Corridors,Gujarat,382.1,403.2,33,33,99.5,100.0,10,0,0,0,0,0,2.6,0,Delivered within plan,No material delay
HIST-00261,Water & Sanitation,Maharashtra,542.8,614.6,48,59,86.3,89.5,13,3,1,0,0,0,12.6,0,Delivered within plan,Land acquisition
HIST-00262,Railways,Karnataka,347.4,382.8,28,9,12.1,24.4,6,1,1,0,0,1,-1.8,0,Delivered within plan,Land acquisition
HIST-00263,Railways,Tamil Nadu,111.1,117.2,63,58,84.4,83.5,17,1,0,1,0,0,1.2,3,3-month delay,Pending clearance
HIST-00264,Roads,Odisha,251.9,263.9,47,48,92.6,93.9,10,0,1,0,0,0,-0.8,4,4-month delay,Land acquisition
HIST-00265,Industrial Corridors,West Bengal,440.6,467.7,40,57,98.5,100.0,12,1,0,0,0,1,10.9,1,1-month delay,No material delay
HIST-00266,Roads,Bihar,25.0,25.4,54,26,52.6,39.7,12,1,0,0,0,0,-6.5,1,1-month delay,No material delay
HIST-00267,Roads,Bihar,153.2,155.4,34,13,36.6,51.2,8,0,1,0,0,0,0.8,5,5-month delay,Land acquisition
HIST-00268,Ports,Haryana,453.7,474.5,71,44,54.3,57.1,19,2,0,0,0,0,5.4,0,Delivered within plan,Milestone slippage
HIST-00269,Roads,Karnataka,200.0,230.3,42,22,50.3,36.0,11,3,0,1,1,0,-0.3,0,Delivered within plan,Milestone slippage
HIST-00270,Industrial Corridors,Karnataka,1081.5,1250.6,63,62,92.2,95.5,16,1,1,0,1,0,4.9,8,8-month delay,Land acquisition
HIST-00271,Ports,Odisha,528.3,568.7,23,32,90.6,83.1,8,0,1,0,0,1,-4.1,0,Delivered within plan,Land acquisition
HIST-00272,Industrial Corridors,Rajasthan,204.1,208.3,93,60,68.4,77.3,24,1,1,0,0,0,-0.9,4,4-month delay,Land acquisition
HIST-00273,Power,Maharashtra,152.1,181.1,12,76,100.0,100.0,4,2,0,1,1,1,8.2,5,5-month delay,Milestone slippage
HIST-00274,Airports,Rajasthan,56.8,60.0,58,84,95.4,99.9,13,0,0,0,0,0,-2.5,0,Delivered within plan,No material delay
HIST-00275,Roads,Telangana,100.7,104.1,39,59,88.8,72.2,11,1,0,0,0,0,1.6,0,Delivered within plan,No material delay
HIST-00276,Roads,Telangana,815.4,845.0,45,26,74.0,76.1,10,2,0,0,0,0,3.6,1,1-month delay,Milestone slippage
HIST-00277,Industrial Corridors,Maharashtra,195.2,206.5,34,22,58.8,51.1,8,0,1,0,0,0,5.0,0,Delivered within plan,Land acquisition
HIST-00278,Water & Sanitation,Telangana,898.4,958.9,46,80,90.1,88.8,7,0,0,0,1,0,6.3,1,1-month delay,Funding release
HIST-00279,Water & Sanitation,Tamil Nadu,303.3,305.5,24,20,86.6,96.9,6,1,0,0,0,0,-2.0,0,Delivered within plan,No material delay
HIST-00280,Power,Jharkhand,154.0,160.5,16,43,100.0,100.0,4,1,1,0,0,0,-3.3,1,1-month delay,Land acquisition
HIST-00281,Ports,Telangana,443.3,443.3,17,49,70.4,67.5,5,0,0,1,0,0,0.6,1,1-month delay,Pending clearance
HIST-00282,Urban Transit,Jharkhand,354.2,365.5,20,43,100.0,100.0,5,0,0,0,0,0,-0.9,0,Delivered within plan,No material delay
HIST-00283,Urban Transit,Haryana,1460.0,1599.9,21,47,96.6,90.8,5,0,1,1,0,0,-3.5,1,1-month delay,Land acquisition
HIST-00284,Roads,Tamil Nadu,1151.6,1282.9,56,60,99.5,96.0,17,1,0,1,1,0,-0.2,1,1-month delay,Funding release
HIST-00285,Railways,Kerala,181.4,199.8,38,77,100.0,85.6,10,0,0,0,1,0,-1.2,1,1-month delay,Funding release
HIST-00286,Industrial Corridors,Madhya Pradesh,568.0,598.6,62,72,100.0,91.9,16,2,0,0,0,0,-0.9,1,1-month delay,Milestone slippage
HIST-00287,Urban Transit,Odisha,554.3,609.2,32,64,93.6,89.9,6,1,0,0,0,0,10.5,5,5-month delay,No material delay
HIST-00288,Urban Transit,Jharkhand,1329.9,1501.0,70,30,41.6,52.0,15,2,1,0,0,0,10.7,7,7-month delay,Land acquisition
HIST-00289,Roads,Bihar,1451.8,1588.1,20,59,100.0,96.1,4,0,1,1,0,0,-5.1,5,5-month delay,Land acquisition
HIST-00290,Railways,Jharkhand,156.6,172.6,55,42,86.1,84.4,14,2,1,0,1,0,-0.7,10,10-month delay,Land acquisition
HIST-00291,Water & Sanitation,Kerala,77.9,80.0,39,61,100.0,99.7,10,2,0,1,0,0,1.6,4,4-month delay,Milestone slippage
HIST-00292,Power,Rajasthan,234.1,240.2,51,57,99.8,100.0,11,1,0,0,0,0,3.3,1,1-month delay,No material delay
HIST-00293,Railways,Andhra Pradesh,329.0,341.0,40,14,21.5,34.9,12,0,0,0,0,0,0.3,0,Delivered within plan,No material delay
HIST-00294,Industrial Corridors,Maharashtra,623.2,677.7,47,6,12.5,3.6,12,1,1,0,0,0,8.4,0,Delivered within plan,Land acquisition
HIST-00295,Urban Transit,Tamil Nadu,431.6,450.7,55,33,53.3,63.7,15,1,0,0,0,1,-3.8,0,Delivered within plan,No material delay
HIST-00296,Urban Transit,Rajasthan,787.0,851.8,31,57,100.0,100.0,5,1,1,0,0,0,6.1,0,Delivered within plan,Land acquisition
HIST-00297,Industrial Corridors,Haryana,276.6,279.6,50,24,52.1,43.6,11,1,0,0,0,0,-2.1,1,1-month delay,No material delay
HIST-00298,Railways,Rajasthan,1055.9,1113.1,15,20,100.0,100.0,4,1,0,0,0,0,-1.8,1,1-month delay,No material delay
HIST-00299,Roads,Haryana,1438.8,1663.8,64,67,88.2,66.3,19,0,1,1,1,0,5.4,7,7-month delay,Land acquisition
HIST-00300,Water & Sanitation,Karnataka,166.4,168.5,45,49,100.0,74.1,11,0,0,0,0,0,-1.0,1,1-month delay,No material delay
HIST-00301,Railways,West Bengal,413.9,444.6,35,80,100.0,94.9,7,0,1,0,0,0,4.6,0,Delivered within plan,Land acquisition
HIST-00302,Roads,Haryana,133.8,148.5,58,74,99.6,100.0,14,1,1,0,0,0,15.8,0,Delivered within plan,Land acquisition
HIST-00303,Industrial Corridors,Karnataka,460.4,500.1,49,65,100.0,92.7,13,0,1,1,0,0,4.7,7,7-month delay,Land acquisition
HIST-00304,Railways,Karnataka,169.9,177.6,43,19,49.0,33.9,13,1,0,0,0,0,0.8,0,Delivered within plan,No material delay
HIST-00305,Water & Sanitation,Maharashtra,71.1,79.7,40,83,89.0,83.4,10,2,0,0,1,0,11.0,6,6-month delay,Milestone slippage
HIST-00306,Water & Sanitation,Bihar,382.7,410.2,36,76,100.0,100.0,7,2,0,0,1,0,3.6,7,7-month delay,Milestone slippage
HIST-00307,Railways,Andhra Pradesh,125.4,127.7,31,11,42.7,50.4,10,1,0,0,0,0,-8.2,0,Delivered within plan,No material delay
HIST-00308,Water & Sanitation,West Bengal,273.2,295.6,34,79,100.0,100.0,5,0,1,0,0,0,8.6,5,5-month delay,Land acquisition
HIST-00309,Urban Transit,Andhra Pradesh,59.2,59.4,12,7,49.6,41.2,4,1,0,1,0,0,-2.9,5,5-month delay,Pending clearance
HIST-00310,Urban Transit,Andhra Pradesh,342.4,351.9,31,52,100.0,100.0,9,0,0,0,0,0,0.2,0,Delivered within plan,No material delay
HIST-00311,Urban Transit,Rajasthan,122.5,124.7,28,36,100.0,100.0,5,0,0,0,0,0,-0.3,0,Delivered within plan,No material delay
HIST-00312,Railways,Tamil Nadu,763.6,794.7,33,66,100.0,100.0,10,0,1,0,0,0,3.2,0,Delivered within plan,Land acquisition
HIST-00313,Urban Transit,Andhra Pradesh,773.0,810.4,44,76,100.0,100.0,11,0,0,0,0,0,-0.6,2,2-month delay,No material delay
HIST-00314,Ports,Tamil Nadu,211.6,214.6,14,77,86.7,90.1,4,1,0,0,0,0,1.4,0,Delivered within plan,No material delay
HIST-00315,Railways,Odisha,180.1,191.4,57,59,90.4,83.5,17,1,1,1,0,0,3.7,0,Delivered within plan,Land acquisition
HIST-00316,Industrial Corridors,Madhya Pradesh,121.4,126.8,56,32,54.5,46.8,11,0,1,0,0,0,1.2,0,Delivered within plan,Land acquisition
HIST-00317,Ports,Kerala,278.8,320.0,34,64,88.2,84.7,6,2,1,1,1,0,8.0,8,8-month delay,Land acquisition
HIST-00318,Roads,Madhya Pradesh,111.7,115.7,26,30,99.2,99.0,9,1,0,0,0,0,-5.7,6,6-month delay,No material delay
HIST-00319,Ports,Karnataka,530.7,540.3,29,39,93.7,100.0,9,1,0,0,0,0,1.4,0,Delivered within plan,No material delay
HIST-00320,Urban Transit,Maharashtra,552.5,597.9,33,63,93.2,89.7,9,1,1,0,0,0,7.9,0,Delivered within plan,Land acquisition
HIST-00321,Airports,Tamil Nadu,199.3,206.5,35,32,88.1,80.2,7,0,0,0,0,0,1.7,0,Delivered within plan,No material delay
HIST-00322,Urban Transit,Haryana,457.6,460.1,51,6,9.6,0.8,14,1,0,1,0,0,4.8,0,Delivered within plan,Pending clearance
HIST-00323,Roads,Jharkhand,190.4,202.9,53,68,99.6,100.0,12,0,1,0,0,0,-0.6,3,3-month delay,Land acquisition
HIST-00324,Industrial Corridors,Telangana,331.6,331.6,64,40,53.1,49.8,17,2,0,1,0,0,-2.0,7,7-month delay,Milestone slippage
HIST-00325,Industrial Corridors,Maharashtra,807.1,910.5,56,42,61.1,59.9,17,2,0,0,1,0,9.4,4,4-month delay,Milestone slippage
HIST-00326,Industrial Corridors,Bihar,201.2,206.6,42,65,100.0,98.0,11,1,1,0,0,0,1.6,1,1-month delay,Land acquisition
HIST-00327,Airports,Jharkhand,395.8,401.3,40,16,50.6,40.9,9,0,0,0,0,0,-1.0,0,Delivered within plan,No material delay
HIST-00328,Industrial Corridors,Odisha,885.5,896.7,53,28,47.3,41.5,15,1,0,0,0,0,2.7,1,1-month delay,No material delay
HIST-00329,Water & Sanitation,Jharkhand,240.7,250.0,37,56,100.0,100.0,13,1,0,1,0,0,-0.4,1,1-month delay,Pending clearance
HIST-00330,Urban Transit,Tamil Nadu,125.0,129.6,50,24,48.2,59.4,11,1,0,0,0,0,4.7,0,Delivered within plan,No material delay
HIST-00331,Industrial Corridors,Karnataka,115.4,119.6,40,44,90.0,93.4,10,1,1,0,0,0,-1.6,8,8-month delay,Land acquisition
HIST-00332,Roads,Karnataka,219.6,231.9,43,8,28.7,49.4,11,1,1,1,0,0,-7.5,0,Delivered within plan,Land acquisition
HIST-00333,Industrial Corridors,Maharashtra,167.6,196.7,58,45,75.6,72.4,16,1,1,0,1,1,7.5,11,11-month delay,Land acquisition
HIST-00334,Industrial Corridors,Andhra Pradesh,416.4,421.3,33,54,100.0,97.5,11,0,0,0,0,0,-0.5,1,1-month delay,No material delay
HIST-00335,Urban Transit,Odisha,206.4,219.0,39,28,86.2,95.8,6,3,0,0,0,0,7.8,7,7-month delay,Milestone slippage
HIST-00336,Railways,Haryana,144.6,159.3,62,84,100.0,100.0,17,1,1,1,0,0,-0.3,0,Delivered within plan,Land acquisition
HIST-00337,Water & Sanitation,Kerala,185.2,196.6,40,41,100.0,100.0,6,0,0,0,1,0,7.5,0,Delivered within plan,Funding release
HIST-00338,Water & Sanitation,Kerala,242.3,262.6,63,57,84.2,100.0,15,2,1,0,0,0,7.3,10,10-month delay,Land acquisition
HIST-00339,Roads,Andhra Pradesh,225.3,251.6,56,74,92.1,91.4,14,2,1,0,0,0,6.9,0,Delivered within plan,Land acquisition
HIST-00340,Airports,Jharkhand,108.9,123.5,45,74,100.0,100.0,12,1,1,1,0,0,7.9,9,9-month delay,Land acquisition
HIST-00341,Roads,Gujarat,168.6,173.5,12,80,85.3,97.6,4,0,1,1,0,0,-12.0,1,1-month delay,Land acquisition
HIST-00342,Water & Sanitation,West Bengal,168.2,176.3,22,32,97.9,100.0,4,0,0,0,0,0,-3.1,1,1-month delay,No material delay
HIST-00343,Railways,Gujarat,281.0,286.0,31,19,63.1,65.0,4,2,0,0,0,0,13.9,0,Delivered within plan,Milestone slippage
HIST-00344,Roads,West Bengal,1743.9,1845.9,66,62,100.0,100.0,15,0,1,0,0,0,3.6,4,4-month delay,Land acquisition
HIST-00345,Railways,Madhya Pradesh,170.4,193.3,18,52,100.0,95.1,5,1,1,1,0,0,12.7,7,7-month delay,Land acquisition
HIST-00346,Water & Sanitation,Gujarat,410.5,425.4,38,52,98.8,89.0,7,0,0,0,0,0,-6.4,0,Delivered within plan,No material delay
HIST-00347,Roads,Rajasthan,1248.6,1265.1,44,27,63.8,60.2,12,0,1,0,0,1,-1.7,5,5-month delay,Land acquisition
HIST-00348,Urban Transit,Uttar Pradesh,392.6,392.6,19,76,94.1,100.0,5,0,0,1,0,0,-3.4,0,Delivered within plan,Pending clearance
HIST-00349,Railways,Telangana,130.4,149.7,46,67,98.3,93.3,9,2,1,0,0,0,4.0,9,9-month delay,Land acquisition
HIST-00350,Water & Sanitation,Tamil Nadu,721.9,758.7,63,63,100.0,100.0,15,2,1,0,0,0,6.5,10,10-month delay,Land acquisition
HIST-00351,Water & Sanitation,Rajasthan,257.8,267.9,54,84,94.4,100.0,14,0,0,0,0,0,-2.9,0,Delivered within plan,No material delay
HIST-00352,Railways,Haryana,1281.9,1326.6,36,8,32.1,32.6,11,0,0,0,0,0,-2.4,1,1-month delay,No material delay
HIST-00353,Roads,Jharkhand,181.8,189.4,52,44,81.3,74.3,13,0,0,0,0,0,9.0,0,Delivered within plan,No material delay
HIST-00354,Urban Transit,West Bengal,95.8,101.2,41,56,100.0,99.5,8,2,0,0,0,1,3.4,1,1-month delay,Milestone slippage
HIST-00355,Railways,Jharkhand,437.1,450.7,56,23,56.3,54.4,10,1,0,0,0,0,5.4,1,1-month delay,No material delay
HIST-00356,Water & Sanitation,Rajasthan,148.0,159.7,28,38,100.0,97.6,7,2,0,0,0,1,13.5,3,3-month delay,Milestone slippage
HIST-00357,Urban Transit,Kerala,33.2,34.7,52,16,28.8,28.8,11,0,0,0,0,0,-8.1,1,1-month delay,No material delay
HIST-00358,Urban Transit,Maharashtra,57.4,59.1,45,46,98.4,91.0,12,1,0,0,0,0,1.4,3,3-month delay,No material delay
HIST-00359,Ports,Tamil Nadu,635.0,671.7,43,75,98.0,100.0,9,0,0,0,0,0,0.9,0,Delivered within plan,No material delay
HIST-00360,Railways,West Bengal,136.8,152.1,61,16,12.8,11.2,15,0,1,0,0,0,-12.0,1,1-month delay,Land acquisition
HIST-00361,Water & Sanitation,Telangana,217.7,225.2,69,13,30.1,39.0,14,1,0,0,0,0,-3.9,1,1-month delay,No material delay
HIST-00362,Railways,Madhya Pradesh,184.3,187.2,34,57,91.7,79.8,9,0,0,1,0,0,-4.1,0,Delivered within plan,Pending clearance
HIST-00363,Industrial Corridors,Tamil Nadu,480.8,525.7,56,6,1.0,7.6,13,2,1,0,0,1,-2.8,8,8-month delay,Land acquisition
HIST-00364,Roads,Odisha,120.5,140.8,56,54,84.2,89.4,15,1,1,1,0,1,7.1,7,7-month delay,Land acquisition
HIST-00365,Roads,Gujarat,111.7,118.2,46,9,14.9,15.5,9,1,1,0,0,0,0.2,8,8-month delay,Land acquisition
HIST-00366,Water & Sanitation,Haryana,177.1,179.8,58,74,96.3,98.8,14,0,0,0,0,0,1.3,0,Delivered within plan,No material delay
HIST-00367,Urban Transit,Telangana,120.0,128.7,51,49,96.8,99.4,12,2,0,0,0,0,12.6,4,4-month delay,Milestone slippage
HIST-00368,Railways,Uttar Pradesh,613.3,646.1,53,37,56.1,48.1,14,0,0,1,0,0,2.7,0,Delivered within plan,Pending clearance
HIST-00369,Railways,Maharashtra,343.6,374.6,22,54,84.6,93.2,8,0,1,0,1,0,-1.5,5,5-month delay,Land acquisition
HIST-00370,Railways,Uttar Pradesh,166.2,175.8,19,45,99.7,86.1,5,1,1,0,0,0,5.7,1,1-month delay,Land acquisition
HIST-00371,Roads,Haryana,153.5,157.6,62,37,48.9,58.7,18,2,0,0,0,0,13.5,5,5-month delay,Milestone slippage
HIST-00372,Industrial Corridors,Uttar Pradesh,179.7,181.6,39,69,86.2,75.8,10,1,0,0,0,0,4.7,3,3-month delay,No material delay
HIST-00373,Power,Gujarat,237.7,252.5,74,70,99.4,96.6,20,1,0,0,1,0,2.2,0,Delivered within plan,Funding release
HIST-00374,Railways,Kerala,895.1,985.2,32,15,49.3,43.8,6,2,0,0,0,1,11.3,4,4-month delay,Milestone slippage
HIST-00375,Industrial Corridors,Jharkhand,1097.5,1159.1,76,10,22.0,10.8,22,2,0,0,0,0,3.4,0,Delivered within plan,Milestone slippage
HIST-00376,Roads,Gujarat,203.4,206.6,31,43,100.0,100.0,6,0,0,0,0,0,6.3,0,Delivered within plan,No material delay
HIST-00377,Railways,Haryana,300.7,310.4,60,26,38.0,48.4,14,2,0,1,0,0,1.9,0,Delivered within plan,Milestone slippage
HIST-00378,Urban Transit,Andhra Pradesh,819.8,959.3,12,28,84.0,73.8,4,2,1,1,0,0,12.2,10,10-month delay,Land acquisition
HIST-00379,Railways,West Bengal,36.0,40.4,37,51,92.0,96.5,9,0,1,0,0,1,9.9,6,6-month delay,Land acquisition
HIST-00380,Railways,Gujarat,208.5,213.4,63,6,19.0,30.6,18,1,0,0,0,0,-4.2,2,2-month delay,No material delay
HIST-00381,Airports,Jharkhand,221.2,225.8,64,38,72.4,68.7,15,0,0,0,0,0,0.7,0,Delivered within plan,No material delay
HIST-00382,Airports,Karnataka,814.6,847.3,86,44,50.8,49.1,22,1,0,0,0,0,1.8,0,Delivered within plan,No material delay
HIST-00383,Airports,Madhya Pradesh,137.9,148.9,33,71,92.4,82.7,11,0,0,0,0,1,13.7,0,Delivered within plan,No material delay
HIST-00384,Water & Sanitation,Uttar Pradesh,231.0,235.4,23,56,100.0,81.4,9,1,0,0,0,0,8.0,3,3-month delay,No material delay
HIST-00385,Railways,Tamil Nadu,181.7,184.8,46,16,30.0,29.5,15,0,0,0,0,0,-2.5,0,Delivered within plan,No material delay
HIST-00386,Railways,Karnataka,561.6,664.0,34,80,100.0,85.3,9,2,1,0,0,1,5.6,9,9-month delay,Land acquisition
HIST-00387,Industrial Corridors,Rajasthan,1914.2,1940.0,48,53,99.3,100.0,14,0,0,0,0,0,5.6,1,1-month delay,No material delay
